JOURNAL ENTRY NO	PERIOD/YEAR	JOURNAL ENTRY DESCRIPTION	DIVISION	ACCOUNT	TASK	ACCOUNT	DESCRIPTION	DATE	DEBIT	CREDIT
2113	5/20		35	535120			PPE 02.14.2020	05/28/20	4964.32	0
2113	5/20		36	521120			PPE 02.14.2020	05/28/20	4898.95	0
2113	5/20		22	521120			PPE 02.14.2020	05/28/20	4784.04	0
2113	5/20		37	515120			PPE 02.14.2020	05/28/20	4308	0
2113	5/20		49	541120			PPE 02.14.2020	05/28/20	4291.92	0
2113	5/20		36	521130			PPE 02.14.2020	05/28/20	4219.82	0
2113	5/20		17	513120			PPE 02.14.2020	05/28/20	4028.31	0
2113	5/20		39	541120			PPE 02.14.2020	05/28/20	3788.16	0
2113	5/20		30	524130			PPE 02.14.2020	05/28/20	3390.24	0
2113	5/20		85	512110			PPE 02.14.2020	05/28/20	3269.23	0
2113	5/20		30	524110			PPE 02.14.2020	05/28/20	3115.38	0
2113	5/20		37	515110			PPE 02.14.2020	05/28/20	2959.61	0
2113	5/20		16	512110			PPE 02.14.2020	05/28/20	2942.31	0
2113	5/20		20	521120			PPE 02.14.2020	05/28/20	2939.08	0
2113	5/20		72	572110			PPE 02.14.2020	05/28/20	2704	0
2113	5/20		001	131450			PPE 02.14.2020	05/28/20	2699.1	0
2113	5/20		20	521120			PPE 02.14.2020	05/28/20	2588	0
2113	5/20		001	131118			PPE 02.14.2020	05/28/20	2482.89	0
2113	5/20		13	513110			PPE 02.14.2020	05/28/20	2398.85	0
2113	5/20		75	535120			PPE 02.14.2020	05/28/20	2375	0
2113	5/20		43	538120			PPE 02.14.2020	05/28/20	2331.45	0
2113	5/20		64	533120			PPE 02.14.2020	05/28/20	2272.4	0
2113	5/20		22	521120			PPE 02.14.2020	05/28/20	2170.56	0
2113	5/20		32	541120			PPE 02.14.2020	05/28/20	2142.4	0
2113	5/20		84	513120			REGULAR EARNINGS	05/28/20	2076.92	0
2113	5/20		30	524120			PPE 02.14.2020	05/28/20	1888	0
2113	5/20		85	512120			PPE 02.14.2020	05/28/20	1808.66	0
2113	5/20		22	521120			PPE 02.14.2020	05/28/20	1782	0
2113	5/20		22	521140			PPE 02.14.2020	05/28/20	1760.06	0
2113	5/20		12	512110			PPE 02.14.2020	05/28/20	1690	0
2113	5/20		75	535120			PPE 02.14.2020	05/28/20	1384.61	0
2113	5/20		22	521210			PPE 02.14.2020	05/28/20	1306.3	0
2113	5/20		12	512110			PPE 02.14.2020	05/28/20	1305.38	0
2113	5/20		12	512110			PPE 02.14.2020	05/28/20	1305.38	0
2113	5/20		22	521120			PPE 02.14.2020	05/28/20	1269.25	0
2113	5/20		26	521120			PPE 02.14.2020	05/28/20	1247.62	0
2113	5/20		16	512120			PPE 02.14.2020	05/28/20	1236.31	0
2113	5/20		001	131490			PPE 02.14.2020	05/28/20	1204.76	0
2113	5/20		22	521120			PPE 02.14.2020	05/28/20	1198.44	0
2113	5/20		13	513120			PPE 02.14.2020	05/28/20	1155	0
2113	5/20		62	519120			PPE 02.14.2020	05/28/20	1120	0
2113	5/20		12	512210			PPE 02.14.2020	05/28/20	1034.09	0
2113	5/20		22	521120			PPE 02.14.2020	05/28/20	1000	0
2113	5/20		001	131180			PPE 02.14.2020	05/28/20	921.57	0
2113	5/20		22	521120			PPE 02.14.2020	05/28/20	906.42	0
2113	5/20		63	533120			PPE 02.14.2020	05/28/20	858.98	0
2113	5/20		17	513210			PPE 02.14.2020	05/28/20	830.7	0
2113	5/20		32	541110			PPE 02.14.2020	05/28/20	807.69	0
2113	5/20		72	572130			PPE 02.14.2020	05/28/20	773.52	0
2113	5/20		20	521210			PPE 02.14.2020	05/28/20	772.59	0
2113	5/20		22	521120			PPE 02.14.2020	05/28/20	770.86	0
2113	5/20		49	541120			PPE 02.14.2020	05/28/20	759.36	0
2113	5/20		17	513120			PPE 02.14.2020	05/28/20	692.83	0
2113	5/20		22	521120			PPE 02.14.2020	05/28/20	678.4	0
2113	5/20		41	541120			PPE 02.14.2020	05/28/20	677.44	0
2113	5/20		72	572210			PPE 02.14.2020	05/28/20	619.55	0
2113	5/20		41	541210			PPE 02.14.2020	05/28/20	606.43	0
2113	5/20		26	521210			PPE 02.14.2020	05/28/20	595.56	0
2113	5/20		17	513120			PPE 02.14.2020	05/28/20	585.33	0
2113	5/20		36	521210			PPE 02.14.2020	05/28/20	585.14	0
2113	5/20		61	513120			PPE 02.14.2020	05/28/20	576.73	0
2113	5/20		16	512210			PPE 02.14.2020	05/28/20	570.33	0
2113	5/20		32	541210			PPE 02.14.2020	05/28/20	548.86	0
2113	5/20		23	521210			PPE 02.14.2020	05/28/20	548.64	0
2113	5/20		61	513210			PPE 02.14.2020	05/28/20	527.45	0
2113	5/20		20	521140			PPE 02.14.2020	05/28/20	508.28	0
2113	5/20		30	524210			PPE 02.14.2020	05/28/20	506.16	0
2113	5/20		77	515120			PPE 02.14.2020	05/28/20	478.67	0
2113	5/20		23	521120			PPE 02.14.2020	05/28/20	454.9	0
2113	5/20		37	515210			PPE 02.14.2020	05/28/20	444.3	0
2113	5/20		26	521110			PPE 02.14.2020	05/28/20	411.54	0
2113	5/20		64	533120			PPE 02.14.2020	05/28/20	394.16	0
2113	5/20		26	521120			PPE 02.14.2020	05/28/20	356.46	0
2113	5/20		49	541120			PPE 02.14.2020	05/28/20	350.32	0
2113	5/20		75	535120			PPE 02.14.2020	05/28/20	346.15	0
2113	5/20		64	533120			PPE 02.14.2020	05/28/20	339.44	0
2113	5/20		39	541120			PPE 02.14.2020	05/28/20	331.76	0
2113	5/20		49	541210			PPE 02.14.2020	05/28/20	329.96	0
2113	5/20		77	515110			PPE 02.14.2020	05/28/20	328.85	0
2113	5/20		85	512210			PPE 02.14.2020	05/28/20	309.22	0
2113	5/20		35	535210			PPE 02.14.2020	05/28/20	300.42	0
2113	5/20		001	218105			ICMA REIMB	05/28/20	294.23	0
2113	5/20		16	512120			PPE 02.14.2020	05/28/20	270.88	0
2113	5/20		37	515120			PPE 02.14.2020	05/28/20	269.03	0
2113	5/20		13	513110			PPE 02.14.2020	05/28/20	266.54	0
2113	5/20		41	541140			PPE 02.14.2020	05/28/20	266.22	0
2113	5/20		61	513120			PPE 02.14.2020	05/28/20	264.02	0
2113	5/20		72	572140			PPE 02.14.2020	05/28/20	261.03	0
2113	5/20		75	535210			PPE 02.14.2020	05/28/20	259.84	0
2113	5/20		12	512120			PPE 02.14.2020	05/28/20	255.77	0
2113	5/20		22	521120			PPE 02.14.2020	05/28/20	244.17	0
2113	5/20		12	512210			PPE 02.14.2020	05/28/20	241.84	0
2113	5/20		22	521120			PPE 02.14.2020	05/28/20	239.27	0
2113	5/20		39	541210			PPE 02.14.2020	05/28/20	233.49	0
2113	5/20		84	513120			ANNUAL LVE	05/28/20	230.77	0
2113	5/20		13	513210			PPE 02.14.2020	05/28/20	227.94	0
2113	5/20		36	521140			PPE 02.14.2020	05/28/20	225.73	0
2113	5/20		37	515120			PPE 02.14.2020	05/28/20	209.14	0
2113	5/20		85	512120			PPE 02.14.2020	05/28/20	200.96	0
2113	5/20		17	513210			PPE 02.14.2020	05/28/20	194.28	0
2113	5/20		22	521120			PPE 02.14.2020	05/28/20	187.44	0
2113	5/20		20	521210			PPE 02.14.2020	05/28/20	180.69	0
2113	5/20		26	521120			PPE 02.14.2020	05/28/20	178.23	0
2113	5/20		64	533210			PPE 02.14.2020	05/28/20	178.02	0
2113	5/20		43	538140			PPE 02.14.2020	05/28/20	177.6	0
2113	5/20		36	521130			PPE 02.14.2020	05/28/20	164	0
2113	5/20		20	521120			PPE 02.14.2020	05/28/20	160.58	0
2113	5/20		43	538210			PPE 02.14.2020	05/28/20	154.03	0
2113	5/20		20	521120			PPE 02.14.2020	05/28/20	152.87	0
2113	5/20		35	535140			PPE 02.14.2020	05/28/20	146.47	0
2113	5/20		72	572210			PPE 02.14.2020	05/28/20	144.89	0
2113	5/20		84	513210			EMPLOYER SOCIAL SEC	05/28/20	141.99	0
2113	5/20		41	541210			PPE 02.14.2020	05/28/20	141.83	0
2113	5/20		26	521210			PPE 02.14.2020	05/28/20	139.28	0
2113	5/20		36	521210			PPE 02.14.2020	05/28/20	136.85	0
2113	5/20		16	512210			PPE 02.14.2020	05/28/20	133.38	0
2113	5/20		64	533120			PPE 02.14.2020	05/28/20	130.24	0
2113	5/20		32	541210			PPE 02.14.2020	05/28/20	128.36	0
2113	5/20		23	521210			PPE 02.14.2020	05/28/20	128.31	0
2113	5/20		75	535120			PPE 02.14.2020	05/28/20	125	0
2113	5/20		61	513210			PPE 02.14.2020	05/28/20	123.36	0
2113	5/20		30	524210			PPE 02.14.2020	05/28/20	118.38	0
2113	5/20		20	521120			PPE 02.14.2020	05/28/20	106.16	0
2113	5/20		37	515210			PPE 02.14.2020	05/28/20	103.91	0
2113	5/20		17	513140			PPE 02.14.2020	05/28/20	102.73	0
2113	5/20		39	541120			PPE 02.14.2020	05/28/20	93.68	0
2113	5/20		36	521120			PPE 02.14.2020	05/28/20	89.04	0
2113	5/20		36	521120			PPE 02.14.2020	05/28/20	83.2	0
2113	5/20		26	521110			PPE 02.14.2020	05/28/20	83.07	0
2113	5/20		49	541210			PPE 02.14.2020	05/28/20	77.17	0
2113	5/20		85	512210			PPE 02.14.2020	05/28/20	72.32	0
2113	5/20		35	535210			PPE 02.14.2020	05/28/20	70.26	0
2113	5/20		62	519210			PPE 02.14.2020	05/28/20	68.69	0
2113	5/20		75	535210			PPE 02.14.2020	05/28/20	60.77	0
2113	5/20		63	533210			PPE 02.14.2020	05/28/20	55.69	0
2113	5/20		39	541210			PPE 02.14.2020	05/28/20	54.61	0
2113	5/20		13	513210			PPE 02.14.2020	05/28/20	53.31	0
2113	5/20		77	515210			PPE 02.14.2020	05/28/20	49.37	0
2113	5/20		13	513120			PPE 02.14.2020	05/28/20	45	0
2113	5/20		63	533120			PPE 02.14.2020	05/28/20	42.59	0
2113	5/20		64	533210			PPE 02.14.2020	05/28/20	41.63	0
2113	5/20		43	538210			PPE 02.14.2020	05/28/20	36.02	0
2113	5/20		84	513210			EMPLOYER MEDICARE TAX	05/28/20	33.21	0
2113	5/20		77	515120			PPE 02.14.2020	05/28/20	29.89	0
2113	5/20		23	521120			PPE 02.14.2020	05/28/20	26.78	0
2113	5/20		77	515120			PPE 02.14.2020	05/28/20	23.24	0
2113	5/20		62	519210			PPE 02.14.2020	05/28/20	16.07	0
2113	5/20		63	533210			PPE 02.14.2020	05/28/20	13.02	0
2113	5/20		35	535120			PPE 02.14.2020	05/28/20	11.88	0
2113	5/20		77	515210			PPE 02.14.2020	05/28/20	11.55	0
2113	5/20		001	101020			ADP DIRECT DEPOSIT	05/28/20	0	170745.72
2113	5/20		001	101020			ADP NET CHECKS	05/28/20	0	26527.94
2113	5/20		440	207001			PPE 02.14.2020	05/28/20	0	23913.15
2113	5/20		001	101020			ADP TAX EE FEDERAL	05/28/20	0	23667.86
2113	5/20		001	101020			ADP TAX EE SOC SEC	05/28/20	0	16083.98
2113	5/20		001	101020			ADP TAX ER SOC SEC	05/28/20	0	15942.03
2113	5/20		001	218111			FRS 3% DED	05/28/20	0	7840.46
2113	5/20		119	207001			PPE 02.14.2020	05/28/20	0	5660.39
2113	5/20		001	218116			AVMED-HMO	05/28/20	0	3902.67
2113	5/20		001	101020			ADP TAX EE MEDICARE	05/28/20	0	3761.54
2113	5/20		001	101020			ADP TAX ER MEDICARE	05/28/20	0	3728.37
2113	5/20		001	218124			BMG	05/28/20	0	3214.51
2113	5/20		450	207001			PPE 02.14.2020	05/28/20	0	2699.1
2113	5/20		118	207001			PPE 02.14.2020	05/28/20	0	2482.89
2113	5/20		001	218122			AMER PUBLIC LIF	05/28/20	0	1960.5
2113	5/20		001	218106			LINCOLN-POST	05/28/20	0	1485.12
2113	5/20		001	218117			DENTAL PPO	05/28/20	0	1398.12
2113	5/20		490	207001			PPE 02.14.2020	05/28/20	0	1204.76
2113	5/20		001	218120			ACC	05/28/20	0	1176.58
2113	5/20		001	218108			PBA DUES	05/28/20	0	1122
2113	5/20		001	218120			HOSP	05/28/20	0	1115.84
2113	5/20		001	218105			ICMA 457 DEFE	05/28/20	0	1004.23
2113	5/20		180	207001			PPE 02.14.2020	05/28/20	0	921.57
2113	5/20		001	218106			LIFE INS COSW	05/28/20	0	860
2113	5/20		001	218120			CAN	05/28/20	0	585.89
2113	5/20		001	218114			UNION AFSCME	05/28/20	0	438.48
2113	5/20		001	218120			COL WHOLLF POST	05/28/20	0	412.51
2113	5/20		001	218120			COL UNIVLF POST	05/28/20	0	410.8
2113	5/20		001	218117			VISION	05/28/20	0	395.5
2113	5/20		001	218120			COL CI POST	05/28/20	0	363.46
2113	5/20		001	218116			AV MEDHMO-S	05/28/20	0	153.11
2113	5/20		001	101020			ADP TAX ER SOC SEC	05/28/20	0	141.99
2113	5/20		001	218120			COL STD POST	05/28/20	0	119.45
2113	5/20		001	218120			CRIL	05/28/20	0	85.02
2113	5/20		001	218120			COLDISA	05/28/20	0	69.71
2113	5/20		001	101020			ADP TAX ER MEDICARE	05/28/20	0	33.21
2113	5/20		001	218120			STD	05/28/20	0	22.66
2113	5/20		001	218120			GUN SHOT WOUND	05/28/20	0	22
2113	5/20		001	218888			PP LEGAL	05/28/20	0	12.46
2113	5/20		001	218120			COL TERM LIFE	05/28/20	0	8.98
2114	5/20		22	521120			PPE 02.28.2020	05/28/20	45355.6	0
2114	5/20		22	521120			PPE 02.28.2020	05/28/20	27777.66	0
2114	5/20		001	131440			PPE 02.28.2020	05/28/20	23955.91	0
2114	5/20		17	513120			PPE 02.28.2020	05/28/20	10257.96	0
2114	5/20		41	541120			PPE 02.28.2020	05/28/20	9777.48	0
2114	5/20		12	512110			PPE 02.28.2020	05/28/20	9603.84	0
2114	5/20		23	521120			PPE 02.28.2020	05/28/20	8097.5	0
2114	5/20		61	513120			PPE 02.28.2020	05/28/20	8087.95	0
2114	5/20		26	521110			PPE 02.28.2020	05/28/20	7846.15	0
2114	5/20		72	572120			PPE 02.28.2020	05/28/20	7154.95	0
2114	5/20		32	541110			PPE 02.28.2020	05/28/20	7153.85	0
2114	5/20		12	512120			PPE 02.28.2020	05/28/20	6237.37	0
2114	5/20		20	521120			PPE 02.28.2020	05/28/20	5959.6	0
2114	5/20		001	131119			PPE 02.28.2020	05/28/20	5660.38	0
2114	5/20		22	521210			PPE 02.28.2020	05/28/20	5440.59	0
2114	5/20		36	521130			PPE 02.28.2020	05/28/20	4670.58	0
2114	5/20		37	515120			PPE 02.28.2020	05/28/20	4626.91	0
2114	5/20		35	535120			PPE 02.28.2020	05/28/20	4625.54	0
2114	5/20		16	512120			PPE 02.28.2020	05/28/20	4157.14	0
2114	5/20		39	541120			PPE 02.28.2020	05/28/20	3928.75	0
2114	5/20		22	521120			PPE 02.28.2020	05/28/20	3901.86	0
2114	5/20		49	541120			PPE 02.28.2020	05/28/20	3882.8	0
2114	5/20		30	524130			PPE 02.28.2020	05/28/20	3390.24	0
2114	5/20		85	512110			PPE 02.28.2020	05/28/20	3269.23	0
2114	5/20		36	521120			PPE 02.28.2020	05/28/20	3253.2	0
2114	5/20		30	524110			PPE 02.28.2020	05/28/20	3115.38	0
2114	5/20		37	515110			PPE 02.28.2020	05/28/20	2959.61	0
2114	5/20		16	512110			PPE 02.28.2020	05/28/20	2942.31	0
2114	5/20		20	521120			PPE 02.28.2020	05/28/20	2939.08	0
2114	5/20		001	131450			PPE 02.28.2020	05/28/20	2817.24	0
2114	5/20		72	572110			PPE 02.28.2020	05/28/20	2704	0
2114	5/20		13	513110			PPE 02.28.2020	05/28/20	2665.38	0
2114	5/20		64	533120			PPE 02.28.2020	05/28/20	2503.84	0
2114	5/20		001	131118			PPE 02.28.2020	05/28/20	2482.89	0
2114	5/20		22	521120			PPE 02.28.2020	05/28/20	2438.57	0
2114	5/20		30	524120			PPE 02.28.2020	05/28/20	2347.2	0
2114	5/20		20	521120			PPE 02.28.2020	05/28/20	2329.2	0
2114	5/20		22	521120			PPE 02.28.2020	05/28/20	2170.56	0
2114	5/20		22	521120			PPE 02.28.2020	05/28/20	2062.43	0
2114	5/20		43	538120			PPE 02.28.2020	05/28/20	1983.15	0
2114	5/20		22	521140			PPE 02.28.2020	05/28/20	1926.54	0
2114	5/20		22	521120			PPE 02.28.2020	05/28/20	1894.93	0
2114	5/20		75	535120			PPE 02.28.2020	05/28/20	1875	0
2114	5/20		26	521120			PPE 02.28.2020	05/28/20	1782.31	0
2114	5/20		75	535120			PPE 02.28.2020	05/28/20	1730.77	0
2114	5/20		84	513120			REGULAR EARNINGS	05/28/20	1615.38	0
2114	5/20		22	521210			PPE 02.28.2020	05/28/20	1272.4	0
2114	5/20		22	521120			PPE 02.28.2020	05/28/20	1258.06	0
2114	5/20		16	512120			PPE 02.28.2020	05/28/20	1236.31	0
2114	5/20		85	512120			PPE 02.28.2020	05/28/20	1205.77	0
2114	5/20		001	131490			PPE 02.28.2020	05/28/20	1204.76	0
2114	5/20		13	513120			PPE 02.28.2020	05/28/20	1080	0
2114	5/20		12	512210			PPE 02.28.2020	05/28/20	1034.1	0
2114	5/20		23	521120			PPE 02.28.2020	05/28/20	942.4	0
2114	5/20		001	131180			PPE 02.28.2020	05/28/20	916.11	0
2114	5/20		32	541120			PPE 02.28.2020	05/28/20	856.96	0
2114	5/20		32	541120			PPE 02.28.2020	05/28/20	856.96	0
2114	5/20		49	541120			PPE 02.28.2020	05/28/20	804.92	0
2114	5/20		20	521210			PPE 02.28.2020	05/28/20	782.02	0
2114	5/20		63	533120			PPE 02.28.2020	05/28/20	699.02	0
2114	5/20		22	521120			PPE 02.28.2020	05/28/20	678.4	0
2114	5/20		16	512120			PPE 02.28.2020	05/28/20	677.2	0
2114	5/20		41	541210			PPE 02.28.2020	05/28/20	658.37	0
2114	5/20		17	513210			PPE 02.28.2020	05/28/20	637.98	0
2114	5/20		72	572210			PPE 02.28.2020	05/28/20	627.79	0
2114	5/20		26	521210			PPE 02.28.2020	05/28/20	595.56	0
2114	5/20		36	521210			PPE 02.28.2020	05/28/20	589.15	0
2114	5/20		41	541120			PPE 02.28.2020	05/28/20	573.28	0
2114	5/20		16	512210			PPE 02.28.2020	05/28/20	570.32	0
2114	5/20		62	519120			PPE 02.28.2020	05/28/20	560	0
2114	5/20		32	541210			PPE 02.28.2020	05/28/20	548.86	0
2114	5/20		23	521210			PPE 02.28.2020	05/28/20	548.85	0
2114	5/20		30	524210			PPE 02.28.2020	05/28/20	541.87	0
2114	5/20		49	541120			PPE 02.28.2020	05/28/20	540.16	0
2114	5/20		61	513210			PPE 02.28.2020	05/28/20	525.3	0
2114	5/20		77	515120			PPE 02.28.2020	05/28/20	514.1	0
2114	5/20		36	521130			PPE 02.28.2020	05/28/20	506.47	0
2114	5/20		41	541140			PPE 02.28.2020	05/28/20	498.57	0
2114	5/20		20	521140			PPE 02.28.2020	05/28/20	473.63	0
2114	5/20		84	513120			ANNUAL BANK	05/28/20	461.54	0
2114	5/20		37	515210			PPE 02.28.2020	05/28/20	441.88	0
2114	5/20		22	521120			PPE 02.28.2020	05/28/20	424.22	0
2114	5/20		39	541120			PPE 02.28.2020	05/28/20	421.36	0
2114	5/20		20	521120			PPE 02.28.2020	05/28/20	419.38	0
2114	5/20		36	521120			PPE 02.28.2020	05/28/20	408	0
2114	5/20		20	521120			PPE 02.28.2020	05/28/20	407.64	0
2114	5/20		12	512110			PPE 02.28.2020	05/28/20	384.62	0
2114	5/20		12	512110			PPE 02.28.2020	05/28/20	384.62	0
2114	5/20		36	521120			PPE 02.28.2020	05/28/20	381.92	0
2114	5/20		61	513120			PPE 02.28.2020	05/28/20	380.96	0
2114	5/20		75	535120			PPE 02.28.2020	05/28/20	375	0
2114	5/20		22	521120			PPE 02.28.2020	05/28/20	368.84	0
2114	5/20		49	541120			PPE 02.28.2020	05/28/20	353.44	0
2114	5/20		35	535120			PPE 02.28.2020	05/28/20	352	0
2114	5/20		49	541210			PPE 02.28.2020	05/28/20	339.82	0
2114	5/20		64	533120			PPE 02.28.2020	05/28/20	333.29	0
2114	5/20		77	515110			PPE 02.28.2020	05/28/20	328.85	0
2114	5/20		20	521120			PPE 02.28.2020	05/28/20	321.16	0
2114	5/20		85	512210			PPE 02.28.2020	05/28/20	309.22	0
2114	5/20		23	521120			PPE 02.28.2020	05/28/20	302.11	0
2114	5/20		35	535210			PPE 02.28.2020	05/28/20	300.05	0
2114	5/20		16	512120			PPE 02.28.2020	05/28/20	298.9	0
2114	5/20		001	218105			ICMA REIMB	05/28/20	294.23	0
2114	5/20		75	535210			PPE 02.28.2020	05/28/20	259.84	0
2114	5/20		72	572120			PPE 02.28.2020	05/28/20	252.48	0
2114	5/20		75	535120			PPE 02.28.2020	05/28/20	250	0
2114	5/20		39	541210			PPE 02.28.2020	05/28/20	247.76	0
2114	5/20		43	538120			PPE 02.28.2020	05/28/20	247.14	0
2114	5/20		43	538120			PPE 02.28.2020	05/28/20	242.96	0
2114	5/20		72	572130			PPE 02.28.2020	05/28/20	242	0
2114	5/20		12	512210			PPE 02.28.2020	05/28/20	241.84	0
2114	5/20		84	513120			HOLIDAY	05/28/20	230.77	0
2114	5/20		13	513210			PPE 02.28.2020	05/28/20	227.94	0
2114	5/20		62	519120			PPE 02.28.2020	05/28/20	224	0
2114	5/20		62	519120			PPE 02.28.2020	05/28/20	224	0
2114	5/20		72	572140			PPE 02.28.2020	05/28/20	221.52	0
2114	5/20		32	541120			PPE 02.28.2020	05/28/20	214.24	0
2114	5/20		32	541120			PPE 02.28.2020	05/28/20	214.24	0
2114	5/20		22	521120			PPE 02.28.2020	05/28/20	204.1	0
2114	5/20		85	512120			PPE 02.28.2020	05/28/20	200.96	0
2114	5/20		85	512120			PPE 02.28.2020	05/28/20	200.96	0
2114	5/20		85	512120			PPE 02.28.2020	05/28/20	200.96	0
2114	5/20		85	512120			PPE 02.28.2020	05/28/20	200.96	0
2114	5/20		61	513120			PPE 02.28.2020	05/28/20	186.23	0
2114	5/20		20	521210			PPE 02.28.2020	05/28/20	182.89	0
2114	5/20		64	533210			PPE 02.28.2020	05/28/20	181.48	0
2114	5/20		16	512120			PPE 02.28.2020	05/28/20	163.46	0
2114	5/20		35	535120			PPE 02.28.2020	05/28/20	163.1	0
2114	5/20		43	538210			PPE 02.28.2020	05/28/20	160.83	0
2114	5/20		20	521120			PPE 02.28.2020	05/28/20	160.58	0
2114	5/20		20	521120			PPE 02.28.2020	05/28/20	160.58	0
2114	5/20		41	541210			PPE 02.28.2020	05/28/20	153.97	0
2114	5/20		64	533120			PPE 02.28.2020	05/28/20	153.68	0
2114	5/20		17	513210			PPE 02.28.2020	05/28/20	149.2	0
2114	5/20		17	513120			PPE 02.28.2020	05/28/20	148.08	0
2114	5/20		41	541120			PPE 02.28.2020	05/28/20	148	0
2114	5/20		72	572210			PPE 02.28.2020	05/28/20	146.82	0
2114	5/20		36	521130			PPE 02.28.2020	05/28/20	145.52	0
2114	5/20		84	513210			EMPLOYER SOCIAL SEC	05/28/20	141.99	0
2114	5/20		26	521210			PPE 02.28.2020	05/28/20	139.28	0
2114	5/20		36	521210			PPE 02.28.2020	05/28/20	137.79	0
2114	5/20		16	512210			PPE 02.28.2020	05/28/20	133.38	0
2114	5/20		64	533120			PPE 02.28.2020	05/28/20	130.05	0
2114	5/20		23	521210			PPE 02.28.2020	05/28/20	128.36	0
2114	5/20		32	541210			PPE 02.28.2020	05/28/20	128.36	0
2114	5/20		22	521120			PPE 02.28.2020	05/28/20	128.18	0
2114	5/20		36	521120			PPE 02.28.2020	05/28/20	128	0
2114	5/20		30	524210			PPE 02.28.2020	05/28/20	126.73	0
2114	5/20		12	512120			PPE 02.28.2020	05/28/20	123.04	0
2114	5/20		61	513210			PPE 02.28.2020	05/28/20	122.85	0
2114	5/20		13	513120			PPE 02.28.2020	05/28/20	120	0
2114	5/20		30	524120			PPE 02.28.2020	05/28/20	116.8	0
2114	5/20		17	513120			PPE 02.28.2020	05/28/20	115.32	0
2114	5/20		37	515120			PPE 02.28.2020	05/28/20	113.26	0
2114	5/20		61	513120			PPE 02.28.2020	05/28/20	113.04	0
2114	5/20		62	519120			PPE 02.28.2020	05/28/20	112	0
2114	5/20		20	521120			PPE 02.28.2020	05/28/20	106.16	0
2114	5/20		37	515210			PPE 02.28.2020	05/28/20	103.35	0
2114	5/20		39	541120			PPE 02.28.2020	05/28/20	93.68	0
2114	5/20		63	533120			PPE 02.28.2020	05/28/20	91.6	0
2114	5/20		61	513120			PPE 02.28.2020	05/28/20	88.49	0
2114	5/20		22	521120			PPE 02.28.2020	05/28/20	88.13	0
2114	5/20		36	521120			PPE 02.28.2020	05/28/20	83.67	0
2114	5/20		26	521110			PPE 02.28.2020	05/28/20	83.07	0
2114	5/20		36	521130			PPE 02.28.2020	05/28/20	82.62	0
2114	5/20		23	521120			PPE 02.28.2020	05/28/20	81.97	0
2114	5/20		43	538140			PPE 02.28.2020	05/28/20	80.88	0
2114	5/20		49	541210			PPE 02.28.2020	05/28/20	79.48	0
2114	5/20		85	512210			PPE 02.28.2020	05/28/20	72.32	0
2114	5/20		63	533120			PPE 02.28.2020	05/28/20	71.33	0
2114	5/20		64	533120			PPE 02.28.2020	05/28/20	71.08	0
2114	5/20		35	535210			PPE 02.28.2020	05/28/20	70.17	0
2114	5/20		62	519210			PPE 02.28.2020	05/28/20	68.69	0
2114	5/20		43	538120			PPE 02.28.2020	05/28/20	64.67	0
2114	5/20		36	521140			PPE 02.28.2020	05/28/20	64.39	0
2114	5/20		75	535210			PPE 02.28.2020	05/28/20	60.77	0
2114	5/20		39	541210			PPE 02.28.2020	05/28/20	57.94	0
2114	5/20		63	533210			PPE 02.28.2020	05/28/20	55.84	0
2114	5/20		13	513210			PPE 02.28.2020	05/28/20	53.31	0
2114	5/20		77	515210			PPE 02.28.2020	05/28/20	49.1	0
2114	5/20		12	512120			PPE 02.28.2020	05/28/20	43.06	0
2114	5/20		64	533210			PPE 02.28.2020	05/28/20	42.44	0
2114	5/20		63	533120			PPE 02.28.2020	05/28/20	42.14	0
2114	5/20		43	538210			PPE 02.28.2020	05/28/20	37.61	0
2114	5/20		84	513210			EMPLOYER MEDICARE TAX	05/28/20	33.21	0
2114	5/20		36	521130			PPE 02.28.2020	05/28/20	21.12	0
2114	5/20		62	519210			PPE 02.28.2020	05/28/20	16.07	0
2114	5/20		63	533210			PPE 02.28.2020	05/28/20	13.06	0
2114	5/20		77	515120			PPE 02.28.2020	05/28/20	12.58	0
2114	5/20		77	515210			PPE 02.28.2020	05/28/20	11.48	0
2114	5/20		001	101020			ADP DIRECT DEPOSIT	05/28/20	0	172731.47
2114	5/20		440	207001			PPE 02.28.2020	05/28/20	0	23955.91
2114	5/20		001	101020			ADP TAX EE FEDERAL	05/28/20	0	22674.17
2114	5/20		001	101020			ADP NET CHECKS	05/28/20	0	22202.88
2114	5/20		001	101020			ADP TAX EE SOC SEC	05/28/20	0	15885.19
2114	5/20		001	101020			ADP TAX ER SOC SEC	05/28/20	0	15743.2
2114	5/20		001	218111			FRS 3% DED	05/28/20	0	7791.37
2114	5/20		119	207001			PPE 02.28.2020	05/28/20	0	5660.38
2114	5/20		001	218116			AVMED-HMO	05/28/20	0	3902.67
2114	5/20		001	101020			ADP TAX EE MEDICARE	05/28/20	0	3715.11
2114	5/20		001	101020			ADP TAX ER MEDICARE	05/28/20	0	3681.88
2114	5/20		001	218124			BMG	05/28/20	0	3471.56
2114	5/20		450	207001			PPE 02.28.2020	05/28/20	0	2817.24
2114	5/20		118	207001			PPE 02.28.2020	05/28/20	0	2482.89
2114	5/20		001	218122			AMER PUBLIC LIF	05/28/20	0	2022.39
